affiliation	searchString_Affiliation	ROR_Affiliation	organizationLookupName_Affiliation	country_Affiliation	match_Affiliation	chosen_Affiliation	score	numberOfResults_Affiliation	valid
Aix-Marseille Université	Aix-Marseille Université	https://ror.org/035xkbk20	Aix-Marseille Université	France	EXACT	True	1.0	1	True
affiliation	searchString_Affiliation	ROR_Affiliation	organizationLookupName_Affiliation	country_Affiliation	match_Affiliation	chosen_Affiliation	score	numberOfResults_Affiliation	valid
Aix-Marseille Université	Aix-Marseille Université	https://ror.org/035xkbk20	Aix-Marseille Université	France	EXACT	True	1.0	1	True
